id,year,Company,Name,Exchange,Financial_Distress,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25
8533,2019,HVA,??u t? HVA,UPCOM,0,0.03,1.73,1.73,0,0,0.13,0.11,0.21,0.17,0.21,0.17,1.21,0,-4.22,-4.19,0.34,5.06,0.34,19.21,-58.74,17,6.55,-30.33,-64,-16
2886,2010,TNC,Cao su Th?ng Nh?t,HOSE,0,2.01,4.14,4.71,0,0,0,0,0.13,0.11,0.13,0.12,0,1932.47,4.42,4.42,0.84,1.26,0.84,229.08,5.09,158.6,0.87,2.28,2.62,2695
5868,2014,SSC,Gi?ng cây tr?ng Mi?n Nam,HNX,0,0.42,1.4,2.57,0,0,0.16,0.11,0.43,0.3,0.44,0.3,0,0,9.86,9.86,2.29,1.4,2.54,851.06,11.99,841.96,1.38,8.44,9.2,5781
10499,2018,TB8,SX và KD V?t t? Thi?t b? - VVMI,UPCOM,0,0.02,1.19,1.59,0,0,0.27,0.11,1.47,0.59,1.48,0.6,2.48,0.64,9.03,9.03,0.7,0.05,0.7,12.5,8.78,15.29,0.06,4.1,5.78,1107
3385,2010,ABT,Th?y s?n B?n Tre,HNX,0,2.01,4.23,5.33,0,0,0.09,0.07,0.15,0.13,0.15,0.13,0,2731.17,5.8,5.8,1.13,0.79,1.14,544.29,6.28,452.93,0.66,3.94,4.18,6899
6084,2012,TMX,Th??ng m?i Xi m?ng,HNX,0,0.81,1.51,1.58,0,0,0,0,1.64,0.62,1.66,0.62,0,0,4.46,4.46,0.47,0.04,0.47,37.8,2.49,4.44,0.03,-5.77,-6.15,1412
3647,2012,BTW,C?p n??c B?n Thành,HNX,0,2.01,5.25,6.45,0,0,0.02,0.02,0.15,0.13,0.15,0.13,0,0,4.23,4.23,0.74,0.3,0.74,102.96,10.94,90.43,0.26,2.2,2.87,2603
1638,2014,LIX,B?t gi?t LIX,HOSE,0,0.74,1.37,1.94,0.01,0.01,0.21,0.13,0.58,0.34,0.68,0.41,0,2731.17,9.63,9.63,1.95,0.46,2.13,777.6,7.64,654.95,0.38,5.41,6.2,3739
4985,2012,NET,B?t gi?t Net,HNX,0,1.35,1.66,2.33,0,0,0,0,0.47,0.32,0.47,0.32,0,0,6.22,6.22,1.86,0.5,1.86,348.78,6.19,229.62,0.32,3.22,3.61,7008
1194,2017,HMC,Kim khí TP.HCM,HOSE,0,0.07,0.69,1.41,0,0,0.87,0.32,1.65,0.61,1.7,0.63,2.7,0.3,4.34,4.34,0.89,0.13,0.91,350.7,13.18,812.01,0.29,7.53,8.42,3844
8699,2017,KBE,Sách TBTH Kiên Giang,UPCOM,0,0.2,0.66,1.85,0,0,0.3,0.17,0.72,0.42,0.72,0.42,1.72,0.68,6.26,6.26,1.01,0.19,1.09,20.93,4.72,29.54,0.27,6.42,7.26,2717
8700,2018,KBE,Sách TBTH Kiên Giang,UPCOM,0,0.29,0.8,2.18,0,0,0.19,0.12,0.55,0.35,0.55,0.35,1.55,1.02,7.69,7.69,1.17,0.22,1.27,24.5,4.8,26.07,0.23,5.78,6.34,2588
10751,2017,TTG,May Thanh Tr?,UPCOM,0,1.94,3.97,5.06,0,0,0.07,0.06,0.13,0.11,0.13,0.11,1.13,1.69,-4.22,-4.19,0.34,0.12,0.35,7.41,1.82,4.44,0.06,1.33,11.35,-157
3563,2020,BED,Sách ?à N?ng,HNX,0,0.46,1.63,2.79,0,0,0,0,0.23,0.18,0.24,0.2,1.24,0,10.44,10.44,1.86,1.02,2.91,78.6,9.47,72.63,0.95,7.57,8.78,2.51
11067,2018,VGR,C?ng xanh VIP,UPCOM,0,0.01,1.3,1.4,0.26,0.19,0.31,0.22,0.13,0.1,0.39,0.28,1.39,4.11,8.11,8.11,1.35,1.59,1.35,1201.75,6.02,1528.92,2.02,4.93,8.45,2344
4959,2018,NBW,C?p n??c Nhà Bè,HNX,0,0.24,0.6,0.74,0,0,0,0,0.51,0.34,0.52,0.34,1.52,0,16.65,16.65,1.18,0.3,1.2,191.84,11.74,186.87,0.29,4.41,13.58,1057
6083,2011,TMX,Th??ng m?i Xi m?ng,HNX,0,0.66,1.26,1.53,0,0,0,0,1.78,0.63,1.81,0.64,0,0,3.9,3.9,0.62,0.04,0.62,49.2,-1.53,4.44,0.03,-2.49,-2.61,2105
11139,2016,VIR,Du l?ch V?ng Tàu,UPCOM,0,0.72,2.88,2.9,0,0,0,0,0.09,0.09,0.11,0.09,1.1,0,10.38,10.38,0.92,1.38,0.92,82.4,6.28,76.27,1.28,5.57,7.99,964
10643,2018,TMG,Kim lo?i màu Thái Nguyên - Vimico,UPCOM,0,0.2,0.71,1.35,0,0,0.07,0.04,0.48,0.32,0.5,0.33,1.5,11.8,4.44,4.44,2.18,0.77,2.19,657,5.21,612.44,0.72,2.6,3.34,8225
3548,2017,BDB,Sách B?nh ??nh,HNX,0,0.53,2.79,4.82,0,0,0,0,0.17,0.15,0.18,0.16,1.18,7.12,5.19,5.19,0.31,0.09,0.42,3.94,3.85,9.97,0.23,12.12,17.42,674
6741,2016,ADP,S?n Á ?ông,UPCOM,0,0.88,1.62,2.24,0,0,0.1,0.07,0.44,0.3,0.44,0.3,1.44,4.93,5.63,5.63,2.33,0.74,2.58,471.55,7.47,415.79,0.65,3.82,4.06,5456
391,2013,CNG,CNG Vi?t Nam,HOSE,0,2.01,3.31,3.47,0.07,0.05,0.16,0.11,0.33,0.23,0.42,0.29,0,2731.17,8.92,8.92,2.57,1.2,2.57,1139.4,5.25,959.45,1.01,3.35,6.25,4733
434,2017,CSV,Hóa ch?t C? b?n mi?n Nam,HOSE,0,1.84,3,3.74,0.01,0.01,0.15,0.11,0.32,0.24,0.33,0.25,1.33,2.7,6.95,6.95,2.1,1.14,2.04,1670.76,6.59,1265.53,0.86,3.82,4.36,5435
972,2019,GDT,G? ??c Thành,HOSE,0,0.08,2.42,3.22,0,0,0.22,0.16,0.38,0.27,0.39,0.28,1.39,1.38,5.84,5.84,1.54,1.25,1.62,428.64,6.28,475.07,1.39,5.64,5.97,4331
1554,2012,LBM,Khoáng s?n Lâm ??ng,HOSE,0,0.97,1.91,3.06,0,0,0,0,0.22,0.17,0.22,0.17,0,0,6.47,6.47,0.7,0.4,0.66,81.58,2.72,56.12,0.27,1.62,2.85,1545
6738,2013,ADP,S?n Á ?ông,UPCOM,0,0.39,1.14,2.07,0,0,0.12,0.08,0.58,0.37,0.58,0.37,0,0,4.17,4.17,1.35,0.3,1.75,125.44,3.3,115.51,0.27,2.51,2.74,4703
8785,2020,KSH,Damac GLS,UPCOM,0,0,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,1.03,0,-2.3,-2.3,0.26,5.06,0.24,120.71,-58.74,133.48,6.55,-2.2,-2.2,-912
9547,2016,POV,PV Oil V?ng Áng,UPCOM,0,0,0.65,0.83,0.13,0.07,0.17,0.09,0.77,0.41,0.9,0.47,1.9,2.56,11.03,11.03,0.55,0.07,0.59,86.92,4.89,135.75,0.11,6.09,14.92,788
3317,2012,VSC,VICONSHIP,HOSE,0,1.48,2,2.06,0.04,0.03,0.05,0.04,0.35,0.25,0.39,0.28,0,2731.17,4.68,4.68,1.43,1.38,1.45,1074.24,8.96,1067.76,1.36,3.23,3.67,8424.88
3625,2014,BST,BISATHICO,HNX,0,1.93,2.71,3.3,0,0,0.05,0.04,0.37,0.27,0.37,0.27,0,0,8.25,8.25,1.15,0.34,1.15,15.73,7.02,11.31,0.24,4.47,4.47,1734
7978,2019,FRM,Lâm nghi?p Sài G?n,UPCOM,0,0.6,1.58,1.69,0,0,0,0,0.25,0.2,0.26,0.2,1.26,21.72,47.22,47.22,1.7,4.84,1.8,234,8.77,213.61,4.42,35.19,108.48,424
10135,2016,SDK,C? khí Luy?n Kim,UPCOM,0,0.3,1.31,2.18,0,0,0.12,0.09,0.44,0.3,0.44,0.3,1.44,2.77,6.73,6.73,1.67,0.48,1.73,85.8,5.15,91.89,0.51,4.97,6.46,4907
4172,2016,GMX,G?ch ngói M? Xuân,HNX,0,0.71,0.84,1.61,0,0,0,0,0.39,0.28,0.39,0.28,1.39,113.96,6.54,6.54,1.71,0.66,2.22,134.46,1.79,112.97,0.55,3.54,4.52,3868
5264,2014,PMS,C? khí x?ng d?u,HNX,0,0.21,1.39,2.12,0,0,0.19,0.12,0.58,0.36,0.59,0.37,0,0,7.09,7.09,0.55,0.08,0.55,66.49,-3.69,75.8,0.08,4.96,6.21,1298
8963,2020,MCH,Hàng Tiêu Dùng MaSan,UPCOM,0,0.37,0.75,0.93,0.06,0.03,0.52,0.29,0.71,0.4,0.79,0.44,1.79,0.83,17.35,17.35,2.9,3.28,2.98,4818.31,16.77,6993.74,3.47,14.13,16.36,6.22
10272,2018,SKV,NGK Y?n sào Khánh H?a,UPCOM,0,0.06,0.28,1.61,0,0,0.26,0.14,0.86,0.46,0.86,0.46,1.86,1.31,6.89,6.89,1.82,0.29,1.85,545.1,-10.42,588.19,0.31,5.52,6.11,3441
2491,2020,SMB,Bia Sài G?n - Mi?n Trung,HOSE,0,0.13,0.56,1.17,0,0,0.1,0.06,0.57,0.35,0.62,0.38,1.62,5.33,8.08,8.08,2.59,1.06,2.6,1283.41,5.85,1307.45,1.08,4.79,6.78,5321
3984,2014,DL1,T?p ?oàn N?ng l??ng Tái t?o Vi?t Nam,HNX,0,0.05,5.25,5.38,0.09,0.07,0.11,0.09,0.12,0.1,0.21,0.17,0,0,8.15,8.15,0.62,1.23,0.62,27.65,-1.35,32.32,1.44,4.95,7.08,1.08
8294,2018,HLB,Bia và NGK H? Long,UPCOM,0,0.44,2.22,2.49,0,0,0,0,0.33,0.22,0.5,0.33,1.5,0,6.74,6.74,2.44,0.73,2.44,312,5.71,293.45,0.69,4.77,5.67,8424.88
2935,2017,TRA,Traphaco,HOSE,0,0.42,1.08,1.96,0.01,0.01,0.03,0.02,0.34,0.25,0.35,0.26,1.35,12.33,14.96,14.96,2.9,1.93,2.98,3606.2,19.48,3589.4,1.92,9.83,11.11,5816
2967,2013,TSC,K? thu?t NN C?n Th?,HOSE,0,0.24,0.69,1.06,0.14,0.05,0.89,0.34,1.19,0.46,1.33,0.51,0,0,41.53,41.53,1.04,0.19,0.93,132.21,0.53,216.89,0.3,9.69,9.87,397
3113,2017,VHC,Th?y s?n V?nh Hoàn,HOSE,0,0.03,1.08,1.8,0.14,0.08,0.48,0.28,0.57,0.33,0.71,0.42,1.71,0.89,11.88,11.88,2.44,0.88,2.58,4818.31,16.18,6993.74,1.04,8.86,11.17,6551
10538,2014,TDS,Thép Th? ??c,UPCOM,0,0.5,0.82,1.36,0,0,1.21,0.49,1.49,0.6,1.49,0.6,0,0,5.72,5.72,0.39,0.04,0.39,67.24,0.33,147.79,0.07,2.99,4.33,961
1790,2016,NHH,Nh?a Hà N?i,HOSE,0,1.02,1.71,2.28,0.14,0.08,0.18,0.11,0.49,0.3,0.62,0.38,1.62,7.59,6.92,6.92,1.74,0.57,1.74,513.5,3.37,419.15,0.46,2.78,4.89,8424.88
2893,2017,TNC,Cao su Th?ng Nh?t,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.07,0,9.35,9.35,0.8,3.27,0.8,250.25,24.77,162.08,2.12,16.68,38.66,1.39
5241,2010,PMC,Pharmedic,HNX,0,1.33,2.49,4.54,0,0,0,0,0.18,0.15,0.18,0.15,0,0,3.76,3.76,1.11,0.52,1.16,117.32,3.56,91.93,0.41,1.83,2.21,4818
6954,2019,BIO,V?c xin và Sinh ph?m Nha Trang,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,1.06,0,16.58,16.58,0.9,2.22,0.9,81.24,13.78,64.37,1.76,7.06,16.65,573
10130,2011,SDK,C? khí Luy?n Kim,UPCOM,0,0.16,1.11,2.63,0.01,0.01,0.12,0.09,0.41,0.29,0.42,0.3,0,0,8.56,8.56,0.7,0.25,0.7,24.96,54.66,26.93,0.26,3.44,6.93,1121
1197,2020,HMC,Kim khí TP.HCM,HOSE,0,0.03,0.62,1.56,0,0,0.45,0.19,1.29,0.55,1.35,0.57,2.35,0.43,5.71,5.71,1.01,0.11,1.04,384.3,25.09,551.51,0.15,7.13,8.13,3203
1561,2019,LBM,Khoáng s?n Lâm ??ng,HOSE,0,0.69,1.8,2.59,0,0,0,0,0.17,0.15,0.18,0.15,1.18,1809.85,4.39,4.39,0.78,0.43,0.77,256,3.27,230.09,0.39,1.99,3.13,5838
4060,2020,DST,??u t? Sao Th?ng Long,HNX,0,0.17,5.25,6.49,0,0,0.01,0.01,0.09,0.05,0.11,0.05,1.05,0.4,25.04,25.04,0.42,4.13,0.43,135.32,-1.26,136.02,4.16,69.17,87.99,168
4526,2011,KMT,Kim khí Mi?n Trung,HNX,0,0.05,0.6,1.2,0,0,0.51,0.17,2.05,0.67,2.07,0.67,0,0,4.43,4.43,0.51,0.05,0.76,61.05,0.33,112.87,0.09,4.01,4.14,1399
4928,2018,NAP,C?ng Ngh? T?nh,HNX,0,1.19,2.15,2.27,0,0,0,0,0.11,0.1,0.11,0.1,1.11,859.61,13.51,13.51,0.94,1.24,0.94,217.32,5.28,200.85,1.15,4.17,12.06,748
10745,2011,TTG,May Thanh Tr?,UPCOM,0,0.22,1.64,2.5,0,0,0,0,0.21,0.18,0.21,0.18,0,0,3.2,3.2,0.26,0.08,0.24,5.32,0,4.44,0.06,0.88,1.7,844
5087,2011,PAN,T?p ?oàn PAN,HNX,0,2.01,5.25,6.49,0,0,0,0,0.15,0.13,0.15,0.13,0,0,14.31,14.31,0.73,0.77,0.73,185.68,-6.42,117.49,0.48,4.92,5.95,1.23
1787,2018,NHA,PT Nhà và ?ô th? Nam HN,HOSE,0,0.13,2.92,5.77,0,0,0,0,0.09,0.05,0.11,0.05,1.05,0,4.23,4.23,0.65,1.11,0.65,115.9,13.21,113.62,1.09,2.78,3.31,1819
2820,2019,TLG,T?p ?oàn Thiên Long,HOSE,0,0.34,2.25,3.3,0.01,0.01,0.12,0.09,0.31,0.23,0.34,0.25,1.34,2.37,7,7,1.35,0.75,1.37,2442.75,9.46,2363.97,0.73,4.83,5.73,4487
3545,2014,BDB,Sách B?nh ??nh,HNX,0,0.9,1.83,3.38,0,0,0,0,0.25,0.2,0.25,0.2,0,0,16.05,16.05,0.52,0.11,0.75,6.31,11.71,4.44,0.06,5.56,5.56,349
6493,2017,VGS,?ng thép Vi?t ??c,HNX,0,0.01,0.66,1.21,0.01,0,1.34,0.46,1.92,0.66,1.93,0.66,2.93,0.2,5.85,5.85,0.71,0.07,0.73,417.36,-1.72,1236.75,0.21,7.48,10.89,1897
949,2018,GAB,??u t? Khai khoáng &amp; Qu?n l? Tài s?n FLC,HOSE,0,0.49,2.15,2.73,0.11,0.09,0.21,0.16,0.16,0.12,0.27,0.21,1.27,1.05,103.94,104.51,2.9,5.06,2.98,855.6,-58.74,867.31,6.55,47.86,76.55,449
3777,2018,CLM,Xu?t nh?p kh?u Than - Vinacomin,HNX,0,0.06,0.91,1.06,0.05,0.01,3.01,0.52,4.94,0.78,5.29,0.84,5.47,0.07,11.33,11.33,1.06,0.08,1.06,154,-0.38,483.63,0.24,13.65,16.59,1236
8449,2017,HRB,Harec ??u t? và Th??ng M?i,UPCOM,0,2.01,5.25,6.49,0.05,0.04,0.05,0.04,0.09,0.06,0.21,0.17,1.21,0,9.71,9.71,1.45,4.46,1.45,183.81,9.47,101.88,2.47,4.2,4.68,2987
11136,2012,VIR,Du l?ch V?ng Tàu,UPCOM,0,0.64,1.1,1.13,0,0,0,0,0.1,0.09,0.11,0.1,0,0,6.99,6.99,0.72,1.33,0.72,65.92,67.91,60.01,1.2,3.82,5.23,1144
1173,2019,HHS,??u t? DV Hoàng Huy,HOSE,0,0.87,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.05,1.06,0,5.23,5.23,0.3,1.68,0.29,994.57,-10.41,952.75,1.61,9.59,10.32,693
4114,2012,ECI,B?n ?? và tranh ?nh GD,HNX,0,1.14,2.41,3.15,0,0,0,0,0.45,0.31,0.45,0.31,0,0,3.6,3.6,0.73,0.23,0.73,17.25,1.59,4.44,0.05,0.69,0.73,2.72
6397,2011,VDL,Th?c ph?m Lâm ??ng,HNX,0,0.63,1.19,2.89,0.02,0.01,0.14,0.1,0.44,0.3,0.47,0.32,0,0,7.66,7.66,1.42,0.34,1.42,120.77,-4.41,109.59,0.31,4.19,4.93,5039
7080,2010,BTG,Bao b? Ti?n Giang,UPCOM,0,1.44,2.52,4.54,0,0,0,0,0.21,0.17,0.23,0.19,0,0,3.61,3.61,0.5,0.16,0.5,11.9,0,4.58,0.06,0.84,1.04,2772
7892,2010,EFI,Tài chính giáo d?c,UPCOM,0,2.01,5.25,6.49,0,0,0.03,0.02,0.09,0.06,0.11,0.06,0,1108.32,6.04,6.04,0.58,5.06,0.6,97.65,-14.28,64.69,6.55,4.71,4.75,1226
9655,2018,PTH,V?n t?i và DV Petrolimex Hà Tây,UPCOM,0,0.15,0.61,0.88,0.28,0.09,0.82,0.27,0.96,0.31,2.09,0.68,3.09,0.84,6.42,6.42,1.17,0.05,0.76,44.14,2.39,69.87,0.08,3.67,8.29,1961
10271,2017,SKV,NGK Y?n sào Khánh H?a,UPCOM,0,0.67,0.91,2.61,0,0,0,0,0.35,0.26,0.35,0.26,1.35,0,7.01,7.01,1.62,0.45,1.64,457.7,6.18,440.35,0.43,4.9,5.33,2839
608,2014,DHC,?ông H?i B?n Tre,HOSE,0,0.07,0.67,1.19,0,0,0.36,0.22,0.63,0.39,0.63,0.39,0,0,7.54,7.54,1.24,0.62,1.25,337.33,12.08,409.49,0.75,4.44,6.48,2853
3074,2014,VCF,Vinacafé Biên H?a,HOSE,0,1.35,1.42,1.75,0,0,0.36,0.21,0.68,0.41,0.68,0.41,0,0,13.79,13.79,2.9,1.88,2.98,4818.31,15.14,4744.7,1.59,9.98,10.96,8424.88
4188,2020,HAD,Bia Hà N?i - H?i D??ng,HNX,0,0.34,2.76,3.78,0,0,0,0,0.21,0.17,0.21,0.17,1.21,0,9.18,9.18,0.99,0.51,1,76,3.79,63.86,0.42,3.87,7.78,2069
7110,2018,BTV,DV Du l?ch B?n Thành,UPCOM,0,0.29,1.31,1.51,0,0,0.14,0.09,0.37,0.25,0.47,0.32,1.47,0.44,54.7,54.7,2.4,0.73,2.42,649.03,-15.89,639.46,0.72,35.62,73.95,475
8475,2019,HSP,S?n T?ng h?p Hà N?i,UPCOM,0,0.69,2.07,5.95,0.04,0.03,0.04,0.03,0.12,0.11,0.16,0.14,1.16,17.97,21.71,21.71,1.01,0.35,1.09,180.41,-58.74,175.03,0.34,13.29,23.58,691
1111,2013,HAX,Ô tô Hàng Xanh,HOSE,0,0.07,0.4,1.27,0.01,0,1.14,0.41,1.73,0.63,1.74,0.63,0,0,33.36,33.36,0.99,0.12,1.12,83.37,-8.41,167.98,0.24,9.85,17.58,225
1166,2012,HHS,??u t? DV Hoàng Huy,HOSE,0,0.28,1.12,1.74,0,0,0,0,0.39,0.28,0.39,0.28,0,0,9.17,9.17,1.73,1.39,1.73,641.25,6.1,600.31,1.29,8.41,8.46,3106
1637,2013,LIX,B?t gi?t LIX,HOSE,0,0.56,1.4,2.13,0,0,0.14,0.08,0.52,0.32,0.64,0.39,0,0,9.83,9.83,2.08,0.45,2.33,676.08,9.57,647.04,0.43,6.28,6.93,3183
7081,2011,BTG,Bao b? Ti?n Giang,UPCOM,0,1.24,2.52,3.45,0,0,0.06,0.05,0.33,0.24,0.35,0.26,0,0,2.42,2.42,0.42,0.1,0.42,10.71,0,10.03,0.09,1.42,1.7,3718
10760,2011,TTP,Bao b? nh?a Tân Ti?n,UPCOM,0,0.94,2.82,3.9,0,0,0,0,0.24,0.19,0.24,0.19,0,0,8.8,8.8,1.1,0.37,1.12,576,4.11,460,0.29,3.8,5.98,4362
9607,2013,PSL,Ch?n nuôi Phú S?n,UPCOM,0,2.01,2.33,4.14,0.01,0.01,0.01,0.01,0.16,0.14,0.17,0.15,0,0,4.62,4.62,0.3,0.21,0.31,40.5,-6.02,27.79,0.14,1.58,2.34,1949
6737,2012,ADP,S?n Á ?ông,UPCOM,0,0.17,0.94,1.76,0,0,0.24,0.14,0.72,0.42,0.72,0.42,0,0,4.85,4.85,1.28,0.28,1.76,103.04,0,112.65,0.3,3.17,3.74,3317
8292,2016,HLB,Bia và NGK H? Long,UPCOM,0,1.93,2.48,2.82,0,0,0,0,0.27,0.19,0.44,0.3,1.44,2731.17,8.17,8.17,1.93,0.79,1.94,210,5.59,153.09,0.58,3.15,5.59,8424.88
8701,2019,KBE,Sách TBTH Kiên Giang,UPCOM,0,0.33,0.61,1.95,0,0,0.19,0.12,0.64,0.39,0.64,0.39,1.64,1.07,6.54,6.54,1.14,0.19,1.24,23.27,4.87,22.84,0.19,4.9,5.34,2888
11092,2017,VHF,Ch? bi?n l??ng th?c V?nh Hà,UPCOM,0,0.21,3.85,3.98,0,0,0.11,0.08,0.28,0.21,0.35,0.26,1.35,0,-4.22,-4.19,2.09,0.65,2.12,451.5,20.6,586.71,0.85,-30.33,-62.68,-271
3549,2018,BDB,Sách B?nh ??nh,HNX,0,0.35,1.87,3.67,0,0,0,0,0.24,0.19,0.25,0.2,1.25,11.39,16.73,16.73,0.93,0.27,1.27,11.83,53.31,10.78,0.25,13.33,20.17,628
4948,2019,NBP,Nhi?t ?i?n Ninh B?nh,HNX,0,0.1,1.71,2.36,0,0,0.1,0.07,0.43,0.3,0.43,0.3,1.43,1.39,7.58,7.58,0.6,0.13,0.6,154.39,-3.99,140.62,0.12,3.94,5.89,1583
6743,2018,ADP,S?n Á ?ông,UPCOM,0,0.36,1.56,2.75,0,0,0.06,0.05,0.31,0.23,0.31,0.23,1.31,3.43,15.57,15.57,2.21,0.92,2.42,483.84,18.53,445.34,0.85,8.5,11.97,2023
10759,2010,TTP,Bao b? nh?a Tân Ti?n,UPCOM,0,0.22,1.87,3.25,0,0,0.07,0.05,0.32,0.24,0.32,0.24,0,2731.17,4.37,4.37,0.76,0.28,0.77,373.5,-58.74,375.61,0.28,2.7,3.79,5692
3912,2014,DAD,Phát tri?n GD ?à N?ng,HNX,0,0.47,0.88,2.01,0,0,0.16,0.11,0.51,0.34,0.51,0.34,0,0,6.73,6.73,1.32,0.66,1.51,79.21,1.7,74.48,0.61,4.07,4.27,2524
6079,2019,TMC,XNK Th? ??c,HNX,0,0.19,0.49,1.23,0,0,0.2,0.11,0.69,0.39,0.74,0.43,1.74,0.7,8.44,8.44,0.77,0.06,1.69,155,-4.38,151.69,0.06,5.34,7.75,1482
7717,2012,DNL,Logistics C?ng ?à N?ng,UPCOM,0,0.64,1.71,1.78,0.09,0.07,0.15,0.12,0.17,0.14,0.27,0.21,0,0,66.19,0,0.26,0.04,0.18,0,0,4.44,0.03,0.24,0.75,157
9259,2017,NHT,SX & TM Nam Hoa,UPCOM,0,1.88,2.39,2.96,0,0,0,0,0.3,0.23,0.3,0.23,1.3,2731.17,5.07,5.07,2.9,1.86,2.98,322.1,3.77,291.28,1.68,4.29,4.56,8424.88
10227,2018,SID,??u t? PT Sài G?n Co.op,UPCOM,0,1.92,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.08,1.09,171.9,22.18,22.18,0.74,5.06,0.74,1600,-58.74,1375.29,6.55,54.55,108.48,721
11062,2016,VGL,M? CN Vingal-Vnsteel,UPCOM,0,1.03,1.94,5.47,0,0,0.01,0.01,0.16,0.14,0.16,0.14,1.16,22.22,2.89,2.89,0.46,0.22,0.46,55.02,8.75,41.2,0.16,1.52,1.93,2044
3551,2020,BDB,Sách B?nh ??nh,HNX,0,0.49,2,3.22,0,0,0,0,0.31,0.24,0.31,0.24,1.31,11.06,9.24,9.24,0.93,0.2,1.22,12.62,3.92,17.67,0.28,11.98,15.4,1212
4221,2017,HBE,Sách thi?t b? Hà T?nh,HNX,0,0.73,2.91,3.63,0,0,0.04,0.04,0.15,0.13,0.15,0.13,1.15,2.55,12.37,12.37,0.79,0.43,0.82,20.08,7.03,15.44,0.33,5.48,9.49,727
4569,2010,KTS,???ng Kon Tum,HNX,0,1.26,1.57,2.59,0.09,0.06,0.16,0.1,0.52,0.32,0.61,0.38,0,0,1.81,1.81,0.89,0.39,0.9,60.6,1.6,27.99,0.18,0.57,0.6,8424.88
6593,2020,VNC,VINACONTROL,HNX,0,0.86,1.89,1.91,0.04,0.03,0.06,0.04,0.43,0.29,0.47,0.32,1.47,13.15,10.74,10.74,1.6,0.65,1.67,377.98,8.32,306.19,0.53,4.56,6.53,3351
6910,2019,BEL,?i?n t? Biên Hoà,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.02,0.13,0.11,1.13,0,4.01,4.01,0.94,3.21,0.94,63,10.6,56.29,2.87,8.74,9.86,2617
7086,2016,BTG,Bao b? Ti?n Giang,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.1,0.09,0.11,0.09,1.1,0,25.11,25.11,0.33,0.13,0.33,7.14,5.23,4.44,0.04,1.99,9.54,239
4053,2013,DST,??u t? Sao Th?ng Long,HNX,0,0.66,2.04,2.38,0,0,0,0,0.42,0.3,0.42,0.3,0,0,31.28,31.28,0.52,0.18,0.52,5.7,2.47,4.44,0.08,5.65,7.52,182
4929,2019,NAP,C?ng Ngh? T?nh,HNX,0,1,2.31,2.38,0,0,0,0,0.15,0.13,0.15,0.13,1.15,0,31.85,31.85,1.26,1.58,1.26,281.88,6.7,254,1.42,6.97,35.28,411
6750,2016,AFX,XNK Nông s?n An Giang,UPCOM,0,0.08,0.26,1.73,0,0,0.33,0.22,0.5,0.33,0.5,0.33,1.5,0.29,15.8,15.8,0.37,0.11,0.44,129.5,0.62,230.66,0.19,6.02,11.48,234
596,2014,DHA,Hóa An,HOSE,0,2.01,4.97,5,0,0,0,0,0.09,0.06,0.11,0.06,0,0,16.98,16.98,0.83,1.51,1.29,257.55,10.34,236.09,1.37,7.19,11.69,1007
1560,2018,LBM,Khoáng s?n Lâm ??ng,HOSE,0,0.48,1.44,1.81,0,0,0,0,0.31,0.23,0.31,0.24,1.31,1731.86,4.88,4.88,1.02,0.56,0.99,299.5,2.38,281.1,0.53,2.64,3.91,6.14
7953,2017,FHN,XNK l??ng th?c Hà N?i,UPCOM,0,0.28,0.86,1.19,0,0,0.2,0.05,2.34,0.62,2.79,0.74,3.79,0,27.03,27.03,1.45,0.1,1.52,71.4,8.13,52.04,0.07,-10.19,-7.27,881
21,2017,AAM,Th?y s?n Mekong,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.04,1.04,0,92.19,92.19,0.55,0.47,0.61,104.32,1.83,67.23,0.3,35.9,-35.41,114
1954,2017,PGD,PV GAS D,HOSE,0,0.97,1.4,1.42,0,0,0,0,1.09,0.52,1.09,0.52,2.09,170.79,16.82,16.82,2.48,0.52,2.56,3509.92,7.51,2219.76,0.33,6.24,9.06,2319
3854,2018,CTP,Minh Khang Capital Trading Public,HNX,0,0,1.71,2.21,0,0,0.16,0.11,0.42,0.29,0.42,0.29,1.42,0.56,6.52,6.52,0.35,0.27,0.34,49.61,2.5,69.19,0.38,5.11,6.91,628
5864,2010,SSC,Gi?ng cây tr?ng Mi?n Nam,HNX,0,1.26,2.39,3.99,0.01,0.01,0.02,0.02,0.24,0.19,0.25,0.2,0,0,5.11,5.11,1.28,0.85,1.49,263.29,23.69,204.92,0.65,2.94,3.25,3481
