id,year,Company,Name,Exchange,Financial_Distress,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25
8524,2017,HUG,May H?ng Yên,UPCOM,0,0.02,1.48,1.63,0,0,0,0,0.72,0.42,0.72,0.42,1.72,487.97,4.29,4.29,1.16,0.67,1.12,388.21,4.53,355.09,0.61,4.48,5.29,6681
10624,2019,TLI,May Qu?c t? Th?ng L?i,UPCOM,0,0.43,1.38,2.85,0.01,0.01,0.05,0.03,0.5,0.33,0.51,0.34,1.51,0.4,103.94,104.51,0.57,0.22,0.57,25.5,8.28,18.33,0.16,20.43,108.48,61
2348,2017,SFG,Phân bón Mi?n Nam,HOSE,0,0.12,0.77,1.57,0,0,0.79,0.37,1.1,0.52,1.1,0.52,2.1,0.27,6.62,6.62,1.03,0.26,1.24,608.3,5.94,1033.96,0.43,7.66,9.31,1.92
2660,2013,TCL,Tan Cang Logistics,HOSE,0,1.04,1.94,1.98,0.25,0.15,0.37,0.22,0.38,0.22,0.63,0.37,0,2731.17,6.17,6.17,1.13,0.73,1.05,525.69,3.83,587.85,0.81,3.16,4.64,4068
2928,2010,TRA,Traphaco,HOSE,0,0.13,1.34,2.16,0,0,0.25,0.15,0.65,0.39,0.66,0.4,0,2731.17,8.87,8.87,1.68,0.68,1.77,587.41,21.71,644.42,0.74,5.9,6.36,5413
4427,2018,ICG,Xây d?ng Sông H?ng,HNX,0,0.69,1.64,3.17,0,0,0,0,0.31,0.24,0.31,0.24,1.31,0,4.1,4.1,0.54,0.42,0.65,170.45,3.08,102.68,0.25,1.61,1.74,2366
5113,2011,PCG,??u t? PT Gas ?ô th?,HNX,0,1.29,2.11,2.51,0,0,0,0,0.58,0.37,0.58,0.37,0,562.06,13.8,13.8,0.43,0.15,0.43,92.46,-2.14,4.44,0.03,-6.37,-7.15,355
5304,2019,PPP,PP.Pharco,HNX,0,0.25,0.7,1.65,0.13,0.08,0.17,0.11,0.36,0.24,0.49,0.33,1.49,3.39,13,13,1.49,1.04,1.84,157.52,7.2,170.69,1.13,7.22,9.74,1377
5352,2017,PSD,Phân ph?i T?ng h?p D?u khí,HNX,0,0.38,0.92,1.12,0,0,3.01,0.59,4.94,0.78,5.98,0.86,5.47,0.07,5.31,5.31,1.25,0.05,1.2,350.85,-3.79,1042.9,0.16,9.19,9.48,3108
5401,2017,PV2,??u t? PV2,HNX,0,0.73,2.86,3.16,0,0,0,0,0.09,0.08,0.11,0.08,1.09,71.36,23.34,23.34,0.56,5.06,0.56,114.29,24.25,104.53,4.91,66.05,86.98,133
6118,2010,TPP,Nh?a Tân Phú VN,HNX,0,0.21,0.76,1.22,0.18,0.06,1.61,0.51,1.93,0.62,2.11,0.67,0,0,4.27,4.27,0.64,0.09,0.72,32.4,-1.98,94.78,0.26,4.29,6.2,1899
7125,2011,BVN,Bông Vi?t Nam,UPCOM,0,0.36,1.21,1.59,1.27,0.32,2.39,0.59,1.61,0.41,2.89,0.74,0,0,5.6,5.6,1.07,0.23,1.09,64,-58.74,172.31,0.63,6.31,8.07,2287
7599,2011,DDN,D??c - TB Y t? ?à N?ng,UPCOM,0,0.1,0.9,1.08,0.03,0,2.17,0.22,4.94,0.78,5.98,0.86,0,0,4.33,4.33,0.65,0.04,0.78,43.68,0,129.86,0.06,3.71,3.73,3602
7872,2019,DXD,??u t? và Xây d?ng - VVMI,UPCOM,0,0.05,1,1.43,0,0,0.5,0.18,1.74,0.63,1.74,0.63,2.74,0.16,103.94,104.51,1.34,0.39,1.34,14.28,4.8,20.91,0.57,20.99,26.91,5
8160,2018,HDM,D?t - May Hu?,UPCOM,0,0.07,0.63,1.28,0.74,0.2,1.94,0.52,2,0.54,2.74,0.73,3.74,0.46,5.08,5.08,0.7,0.09,0.7,149.62,-2.3,534.37,0.31,4.28,11.41,2946
8489,2018,HTM,Th??ng m?i Hà N?i - Hapro,UPCOM,0,0.16,1.21,1.35,0.01,0.01,0.41,0.24,0.58,0.34,0.72,0.42,1.72,0.05,84.26,84.26,1.07,0.56,1.01,2368.3,2.01,3481.33,0.82,69.17,108.48,128
227,2010,C32,CIC39,HOSE,0,0.21,0.94,1.87,0,0,0.08,0.05,0.51,0.33,0.51,0.34,0,0,2.45,2.45,0.64,0.34,0.97,103.04,0,99.13,0.32,1.38,1.67,3749
1266,2019,HSG,T?p ?oàn Hoa Sen,HOSE,0,0.05,0.34,0.85,0.49,0.16,1.66,0.56,1.48,0.5,1.96,0.66,2.96,0.32,6.4,6.4,0.58,0.12,0.58,3288.45,0,6993.74,0.47,5.37,9.7,1157
3027,2020,TYA,Dây & Cáp ?i?n TAYA,HOSE,0,0.32,1.34,1.9,0,0,0.72,0.39,0.87,0.46,0.87,0.46,1.87,0.31,7.3,7.3,1.09,0.31,1.09,521.57,3.53,824.79,0.5,7.45,8.65,2.33
4004,2012,DNM,Y t? Danameco,HNX,0,0.18,0.84,1.17,0.1,0.03,1.3,0.45,1.75,0.61,1.88,0.65,0,0,4.36,4.36,1.09,0.26,1.63,56.07,3.53,107.34,0.48,3.37,3.87,4265
